5161,816835.7405400249
5862,395489.66131769103
5059,279432.1068641998
7524,202023.1570375567
5061,181706.12614145374
7523,158001.23166679312
5160,150757.4582751747
5955,127575.03275251969
5855,118191.36520208532
5956,108256.974218558
5162,100053.12744806526
7725,94189.77925607898
5060,92891.81692488547
5159,91030.27542523447
5957,90023.88781811592
7525,87659.99893211313
7623,85302.70967925589
5856,81263.15082970621
5262,80862.67224646492
7624,77548.0742423736
7625,76500.10885895193
5857,73730.51469853373
5954,64357.57725687302
5854,63994.68515088888
5962,61973.02344228262
7626,55607.724240247066
7424,53764.944253687434
5861,47423.68761696227
5163,46301.75697924131
5755,45566.65743956339
7723,42540.24301944257
5858,41054.563444695625
4959,40779.778175714026
6064,40642.51821724373
5961,40276.653748993274
4958,39387.71868200046
5062,39042.02052362945
5958,38423.66062775657
7724,35964.89154411878
5758,35625.02606952618
5757,34801.662890163236
5756,34354.73272051259
5263,32848.29702688441
7526,30238.665584630293
5754,30201.671785680657
5261,29180.019933504795
6165,29033.388915551048
6058,28779.93421325953
5058,28259.10995175004
5260,27992.94472606479
5659,27622.219345223148
6345,26596.25907570847
4960,26472.58567058511
5361,25959.736990711728
5853,25818.835649181397
4857,25247.11539116205
5953,24762.63552167934
6065,24716.587745180637
5759,24284.068710666805
4856,24082.997133455963
5761,24033.459628639408
5458,23553.545466676536
5063,23453.232002045257
4957,23152.752151310375
5461,22896.572698211578
5753,22659.302936032043
6164,22431.279596729382
5658,21659.978738750793
4961,20887.554857125047
4855,20489.77161523868
6265,20059.177293505472
5859,19847.73288014945
5258,19715.221416180244
5760,19030.021475028887
5860,18888.859214445118
5959,18812.87532665883
7423,18787.107365113116
6055,18429.17946778855
6072,18322.168913899997
5660,17992.935034267794
5158,17959.25007594801
5358,17877.380835999284
5559,17864.016872327284
6166,17854.74388992346
5259,17064.540953366504
6264,16854.31017890763
7622,16697.32593901703
6056,16558.223154770843
7726,16355.952033569298
4757,15963.150222893597
5459,15809.034117053521
5560,15654.106491974078
4861,15595.317290557967
4858,15569.66726912603
4548,15365.031710229541
7425,15206.1867816308
4655,15158.904333440523
4556,15126.190413978708
6057,15013.243179179915
4755,14904.464965656107
4754,14895.68900341864
5349,14837.069598134485
4948,14773.996030032238
5967,14752.023611563329
4654,14650.090206358684
6066,14476.973925178701
4962,14285.479220253108
4762,14264.434764629637
4656,14170.885456008456
5257,14069.043486096461
4756,14063.663850908204
5852,14054.700201431428
5359,14022.957957265156
5963,13998.836375344721
5656,13947.759434365753
6269,13756.544488456067
4860,13612.208337790087
5367,13566.568313082373
6268,13445.01317666357
4462,13442.868687657627
6158,13337.315955833506
5148,13286.234606988244
4758,13196.041837813229
5248,13195.198970661988
5348,13118.897601536055
6260,13011.11003742619
6169,12976.786572858942
4859,12967.786567620195
5567,12943.169990260782
5252,12916.257290485679
