1385889600000	5000	4500	3.236682326262054E-7
1385892000000	4250	4250	7.22991321747922E-5
1385898000000	1	1	1.577031809872345E-4
1385898600000	1	1	5.660728529805812E-4
1385900400000	1	1	6.92190810703531E-5
1385901000000	1	1	7.22991321747922E-5
1385907000000	1	1	7.22991321747922E-5
1385909400000	1	1	7.551623674280319E-5
1385925600000	1	1	2.9287435496337785E-4
1385854800000	1	10	5.388704522492363E-5
1385855400000	1	10	7.925775136252494E-5
1385857200000	1	10	2.6943522612461817E-5
1385882400000	1	10	7.588125267884338E-5
1385888400000	1	10	1.028247752913052E-4
1385889000000	1	10	1.8573731606172118E-4
1385890800000	1	10	7.925775136252494E-5
1385891400000	1	10	2.814243229598746E-5
1385897400000	1	10	1.8208252665383013E-4
1385899800000	1	10	5.9075901187145E-5
1385913600000	1	10	7.588125267884338E-5
1385916000000	1	10	2.625391876998807E-4
1385922000000	1	10	2.6943522612461817E-5
1385922600000	1	10	7.588125267884338E-5
1385925000000	1	10	5.188855962221371E-6
1385931000000	1	10	2.3777325408757478E-4
1385884200000	1	1001	5.936448365345924E-5
1385886000000	1	1001	5.7598064866173996E-5
1385895000000	1	1001	1.0056092479427827E-4
1385908800000	1	1001	5.936448365345924E-5
1385911200000	1	1001	5.63104352596541E-5
1385917200000	1	1001	5.391152654393628E-5
1385919600000	1	1001	3.054048393805137E-6
1385926200000	1	1001	5.696557493774142E-5
1385887200000	1	1002	3.6865383222377156E-6
1385893200000	1	1002	4.6832236221572435E-5
1385893800000	1	1002	2.9503573529115528E-6
1385895600000	1	1002	5.391152654393628E-5
1385896200000	1	1002	9.945613315898882E-5
1385918400000	1	1002	5.391152654393628E-5
1385927400000	1	1002	3.6865383222377156E-6
1385929200000	1	1002	4.314569789933472E-5
1385894400000	1	1003	3.5196511189015013E-6
1385896800000	1	1003	5.147098663737093E-5
1385902800000	1	1003	3.5196511189015013E-6
1385903400000	1	1003	5.147098663737093E-5
1385905800000	1	1003	5.3761298308481875E-5
1385930400000	1	1003	4.453761019016008E-5
1385887800000	1	1004	1.2496811509254122E-4
1385904000000	1	1004	5.7598064866173996E-5
1385914800000	1	1004	5.63104352596541E-5
1385888400000	1	1005	2.9281068718444715E-6
1385889000000	1	1005	1.1891673844109654E-6
1385891400000	1	1005	2.9281068718444715E-6
1385899800000	1	1005	1.7122825241918233E-6
1385889600000	1	1006	1.7356295909345864E-6
1385898000000	1	1006	2.6511065170682325E-5
1385901000000	1	1006	3.6351177208349543E-6
1385925600000	1	1006	3.5531884513520636E-6
1385934000000	1	1006	1.9757016778209404E-5
1385885400000	1	1007	1.6411777455241325E-6
1385899200000	1	1007	1.3362563311808156E-6
1385901600000	1	1007	2.4000400879445E-5
1385908200000	1	1007	2.4000400879445E-5
1385910000000	1	1007	1.4366612288696762E-5
1385916600000	1	1007	2.6709527810260716E-5
1385884200000	1	1008	1.022593850813425E-6
1385886600000	1	1008	2.6029408319587965E-6
1385895000000	1	1008	4.3665511255983833E-5
1385908800000	1	1008	1.022593850813425E-6
1385917200000	1	1008	2.8045788958292577E-5
1385919600000	1	1008	1.022593850813425E-6
1385926200000	1	1008	3.908771117455342E-5
1385884800000	1	1009	6.914411328512991E-5
1385887200000	1	1009	5.174185277631569E-5
1385893200000	1	1009	1.1187876627592702E-5
1385893800000	1	1009	7.650411438168996E-7
1385896200000	1	1009	1.1187876627592702E-5
1385929200000	1	1009	1.1187876627592702E-5
1385894400000	1	101	8.340730939323141E-5
1385896800000	1	101	3.778982188050676E-4
1385902800000	1	101	2.975749319286003E-4
1385903400000	1	101	5.017316363908961E-6
1385905200000	1	101	7.214991507194822E-5
1385905800000	1	101	1.4878746596430015E-4
1385911800000	1	101	2.254250168566521E-4
1385914200000	1	101	7.536037990572252E-5
1385928000000	1	101	2.1767250680930993E-4
1385894400000	1	1010	4.638835372565295E-7
1385896800000	1	1010	7.754679816464216E-5
1385905200000	1	1010	6.783781272866376E-6
1385905800000	1	1010	5.076843073269876E-6
1385930400000	1	1010	5.416738618687858E-6
1385890200000	1	1011	3.3874418168480956E-6
1385889000000	1	1012	4.953757250357155E-5
1385899800000	1	1012	6.173079098244116E-7
1385901000000	1	1013	3.4087787585699707E-6
1385925600000	1	1013	1.7043893792849853E-6
1385934000000	1	1013	3.463345027699324E-5
1385885400000	1	1014	2.916488209783197E-6
1385899200000	1	1014	3.7833641697206683E-6
1385901600000	1	1014	4.26503993158993E-5
1385908200000	1	1014	4.26503993158993E-5
1385910000000	1	1014	3.332445947204834E-5
1385916600000	1	1014	4.7464708292534146E-5
1385884200000	1	1015	3.054048393805137E-6
1385886600000	1	1015	3.3061250481492207E-6
1385895000000	1	1015	4.6649398250341986E-5
1385908800000	1	1015	3.054048393805137E-6
1385919600000	1	1015	3.054048393805137E-6
1385926200000	1	1015	5.140245351296835E-5
1385884800000	1	1016	3.0087166909999227E-6
1385887200000	1	1016	4.595697416766665E-5
1385893200000	1	1016	4.061841868842587E-5
1385893800000	1	1016	2.7775388063171216E-6
1385896200000	1	1016	4.061841868842587E-5
1385929200000	1	1016	4.061841868842587E-5
1385894400000	1	1017	9.283314618694367E-8
1385905200000	1	1017	1.3575816083682128E-6
1385930400000	1	1017	4.6649398250341986E-5
1385887800000	1	1018	1.963616861371475E-5
1385890200000	1	1018	1.6643114027473843E-6
1385887800000	1	102	1.864168957513245E-4
1385890200000	1	102	6.0778806775311216E-5
1385904000000	1	102	1.742531660466707E-4
1385906400000	1	102	5.6410970792201717E-5
1385912400000	1	102	6.387474778779308E-5
1385913000000	1	102	5.892109762723449E-5
1385914800000	1	102	6.671699134877881E-5
1385915400000	1	102	6.824258377090258E-5
1385921400000	1	102	1.766966893721965E-4
